t,ax,ay,az,wx,wy,wz,dt,vx,vy,vz,x,y,z
17.992,-9.81,5.728288,-1.975891,-2480,10004,-11228,0.09100000000000108,-12.835010521000013,8.085332137000002,-14.342810030999999,-68.66278394251786,28.37677476282697,-56.11279121789191
18.083,9.809701,-4.508026,-0.094903,-3148,10556,-13420,0.09099999999999753,-11.942327730000038,7.675101771000013,-14.351446203999998,-69.74953576594784,29.075209023987952,-57.41877282245588
18.178,-4.587061,1.638194,0.138312,1716,17408,-16108,0.09500000000000242,-12.378098525000048,7.830730201000017,-14.338306563999998,-70.92545512582288,29.819128393082973,-58.780911946035914
18.272,5.865104,-2.490521,-0.558638,-656,8312,-12376,0.09399999999999764,-11.826778749000063,7.596621227000022,-14.390818535999996,-72.03717232822886,30.53321078842096,-60.13364888841988
18.366,-3.037184,0.549956,0.451461,-32,14988,-13396,0.0940000000000012,-12.112274045000067,7.648317091000023,-14.348381201999995,-73.17572608845889,31.25215259497497,-61.482396721407895
18.459,4.754713,-1.532813,1.208287,-724,5712,-15204,0.09299999999999997,-11.670085736000066,7.505765482000023,-14.236010510999995,-74.26104406190689,31.95018878480097,-62.8063456989309
18.551,0.356858,0.041613,1.03854,3124,15744,-20592,0.09199999999999875,-11.637254800000067,7.5095938780000235,-14.140464830999996,-75.33167150350688,32.64107142157697,-64.10726846338288
18.642,-9.81,4.088598,-2.333647,9000,28748,-32768,0.09100000000000108,-12.529964800000077,7.881656296000028,-14.352826707999998,-76.4718983003069,33.358302144512976,-65.41337569381089
18.733,-9.81,5.114864,-7.515572,12480,-13096,-32768,0.09100000000000108,-13.422674800000086,8.347108920000034,-15.036743760000007,-77.69336170710693,34.11788905623299,-66.78171937597091
18.825,1.416355,-1.416654,-2.189048,-32768,-32768,14184,0.09199999999999875,-13.292370140000088,8.216776752000035,-15.238136176000005,-78.91625975998693,34.873832517416986,-68.18362790416289
18.923,-7.840097,5.963898,2.055226,-5100,15388,11196,0.09799999999999898,-14.06069964600008,8.801238756000028,-15.036724028000007,-80.29420832529492,35.73635391550498,-69.65722685890688
19.016,5.275929,-1.18314,0.197589,-9128,-700,11936,0.09299999999999997,-13.57003824900008,8.691206736000028,-15.018348251000008,-81.55622188245192,36.54463614195298,-71.05393324624988
19.107,-1.26457,-0.207768,-0.908311,-7972,-2664,12240,0.09100000000000108,-13.685114119000081,8.672299848000028,-15.101004552000008,-82.80156726728094,37.33381542812099,-72.4281246604819
19.202,-0.783171,-0.414937,2.487228,-16952,-6396,13816,0.09500000000000242,-13.759515364000084,8.632880833000026,-14.864717892000002,-84.10872122686098,38.153939107256015,-73.84027286022193
19.297,9.809701,-9.81,-3.848797,-1152,-32768,-32768,0.09499999999999886,-12.827593769000094,7.7009308330000374,-15.230353606999998,-85.32734263491598,38.88552753639101,-75.28715645288692
19.391,-9.81,9.809701,6.961723,21496,32767,-32768,0.09399999999999764,-13.749733769000072,8.623042727000014,-14.575951645000014,-86.61981760920196,39.69609355272899,-76.65729590751688
19.481,7.5979,-2.700385,-0.332908,-788,-13368,5368,0.09000000000000341,-13.065922769000046,8.380008077000005,-14.605913365000015,-87.795750658412,40.45029427965902,-77.97182811036693
19.572,0.897534,-1.507964,-2.283951,212,19020,-1760,0.09099999999999753,-12.984247175000048,8.242783353000009,-14.81375290600001,-88.97731715133698,41.200387564782,-79.3198796248129
19.665,4.300557,-5.169949,-9.81,13916,16436,-19180,0.09299999999999997,-12.584295374000048,7.761978096000009,-15.72608290600001,-90.14765662111898,41.922251527709996,-80.7824053350709
19.756,4.931345,8.179891,1.653162,-3988,14292,-21188,0.09100000000000108,-12.135542979000043,8.506348177000017,-15.575645164000008,-91.251991032208,42.69632921181701,-82.19978904499493
19.85,-1.84207,4.250561,-1.03405,-3864,13872,-14868,0.0940000000000012,-12.308697559000045,8.905900911000023,-15.67284586400001,-92.40900860275401,43.53348389745102,-83.67303655621095
19.943,-3.062631,-1.835483,-0.750839,-3384,10208,-11244,0.09299999999999997,-12.593522242000045,8.735200992000022,-15.74267389100001,-93.58020617126002,44.34585758970702,-85.13710522807395
20.039,-0.445474,-5.808222,-1.079256,-688,6228,-17084,0.09600000000000009,-12.636287746000045,8.177611680000021,-15.84628246700001,-94.79328979487602,45.130908310987024,-86.65834834490595
20.134,-0.459245,-3.09227,0.69246,3560,9364,-16452,0.09499999999999886,-12.679916021000045,7.883846030000025,-15.780498767000012,-95.997881816871,45.87987368383702,-88.15749572777094
20.225,1.311273,3.540438,-0.113165,1460,6872,-15936,0.09100000000000108,-12.560590178000043,8.20602588800003,-15.790796782000012,-97.14089552306902,46.62662203964503,-89.59445823493296
20.318,0.602647,3.380271,-1.030158,-616,7780,-8684,0.09299999999999997,-12.504544007000042,8.520391091000029,-15.886601476000012,-98.30381811572002,47.41901841110803,-91.07191217220095
20.41,2.693798,-0.728685,-2.396517,-3480,8092,-9120,0.09199999999999875,-12.256714591000046,8.45335207100003,-16.107081040000008,-99.43143585809202,48.19672680164002,-92.55376362788094
20.502,4.336782,-2.720443,-1.637595,-4460,8844,-16384,0.09199999999999875,-11.857730647000052,8.203071315000033,-16.257739780000005,-100.522347077616,48.95140936262001,-94.04947568764092
20.597,2.506388,-1.067281,1.754951,-4540,11640,-20464,0.09500000000000242,-11.619623787000046,8.10167962000003,-16.091019435,-101.62621133738104,49.72106892652003,-95.57812253396597
20.691,-4.174819,0.764011,2.376458,-6364,4840,-25756,0.09399999999999764,-12.012056773000037,8.17349665400003,-15.867632383000005,-102.75534467404302,50.48937761199602,-97.06967997796794
20.785,0.326321,1.227448,2.882705,-5272,4184,-17788,0.0940000000000012,-11.981382599000037,8.288876766000032,-15.596658113000002,-103.88159463834903,51.26853202800003,-98.53576584058996
20.877,0.220042,1.862427,0.171543,-2488,6952,-17440,0.09199999999999875,-11.961138735000038,8.460220050000029,-15.580876157000002,-104.98201940196901,52.04687227260003,-99.96920644703394
20.97,-6.60756,2.537823,0.737067,-2148,5712,-13400,0.09299999999999997,-12.575641815000038,8.69623758900003,-15.512328926000002,-106.15155409076401,52.85562236837703,-101.41185303715194
21.062,-3.69791,-0.594863,1.926793,-140,5740,-10404,0.0920000000000023,-12.915849535000048,8.641510193000029,-15.335063969999998,-107.33981224798404,53.650641306133046,-102.82267892239197
21.154,2.186952,-0.170645,2.685715,4736,9772,-10936,0.09199999999999875,-12.71464995100005,8.62581085300003,-15.087978190000001,-108.50956004347603,54.44421590460904,-104.21077291587196
21.247,-8.590936,-2.069297,0.924777,5716,10028,-14072,0.09299999999999997,-13.51360699900005,8.43336623200003,-15.001973929000002,-109.76632549438304,55.22851896418504,-105.60595649126896
21.341,-5.42442,1.312171,1.571732,8416,12704,-7772,0.0940000000000012,-14.023502479000056,8.556710306000031,-14.854231121,-111.08453472740906,56.03284973294905,-107.00225421664297
21.432,-1.186134,-0.073347,-4.36163,6172,12164,-7380,0.09099999999999753,-14.131440673000053,8.550035729000031,-15.25113945099999,-112.37049582865204,56.810902984288035,-108.39010790668392
21.527,2.914439,6.854546,-0.920885,976,11868,-11400,0.09500000000000242,-13.854568968000047,9.201217599000048,-15.338623525999992,-113.68667988061208,57.68501865619306,-109.84727714165396
21.619,4.297863,4.889133,-3.293451,-2676,13268,-12308,0.09199999999999875,-13.459165572000051,9.651017835000042,-15.641621017999988,-114.92492311323606,58.57291229701305,-111.28630627530994
21.714,3.524571,1.723217,-1.04333,-2704,15804,-13956,0.09499999999999886,-13.124331327000055,9.81472345000004,-15.740737367999987,-116.17173458930105,59.50531102476304,-112.78167632526993
21.807,-2.732119,-1.350492,-0.34159,-740,15900,-14004,0.09299999999999997,-13.378418394000056,9.68912769400004,-15.772505237999987,-117.41592749994305,60.40639990030504,-114.24851931240393
21.901,-3.869454,-2.230961,1.001717,1868,13668,-11168,0.0940000000000012,-13.74214707000006,9.479417360000038,-15.678343839999986,-118.70768932452307,61.29746513214506,-115.72228363336394
21.997,-2.070794,-2.156116,1.283431,3236,11944,-8552,0.09600000000000009,-13.94094329400006,9.272430224000038,-15.555134463999986,-120.04601988074708,62.187618433649064,-117.21557654190795
22.09,0.775687,-0.732577,0.407453,3812,11524,-8920,0.09299999999999997,-13.86880440300006,9.204300563000038,-15.517241334999985,-121.33581869022609,63.04361838600807,-118.65867998606295
22.182,1.110092,0.67809,-0.619412,2660,12768,-10620,0.09199999999999875,-13.766675939000063,9.266684843000037,-15.574227238999985,-122.60235287661408,63.89615339156406,-120.09150889205092
22.274,0.943039,1.538501,-0.997526,1724,13976,-10908,0.0920000000000023,-13.679916351000061,9.408226935000041,-15.665999630999988,-123.86090518090612,64.76171026958409,-121.53278085810295
22.367,0.193098,0.93316,-0.34638,588,14332,-10624,0.09299999999999997,-13.66195823700006,9.495010815000041,-15.698212970999988,-125.13146729694712,65.64474627537909,-122.99271466440595
22.459,-0.438588,-0.424218,-0.065564,496,13308,-10776,0.09199999999999875,-13.70230833300006,9.455982759000042,-15.704244858999989,-126.3920796635831,66.51469668920709,-124.43750519143393
22.553,-0.731379,-1.308579,-0.083526,1168,12704,-11132,0.0940000000000012,-13.77105795900006,9.33297633300004,-15.712096302999988,-127.68655911172912,67.3919964645091,-125.91444224391594
22.649,-0.503553,-0.922681,-0.10119,2508,13504,-10652,0.09600000000000009,-13.819399047000061,9.24439895700004,-15.721810542999988,-129.01322142024114,68.2794587643811,-127.42373605604395
22.743,-1.098117,-0.175136,0.01916,2236,12772,-10496,0.09399999999999764,-13.92262204500006,9.22793617300004,-15.720009502999988,-130.32194789247112,69.14688476464309,-128.90141694932592
22.836,-0.253573,-0.077239,-0.226329,1672,12720,-9492,0.09299999999999997,-13.94620433400006,9.22075294600004,-15.741058099999988,-131.61894489553313,70.00441478862109,-130.36533535262592
22.932,1.304986,-0.227527,-0.332309,1152,13984,-10260,0.09600000000000009,-13.820925678000059,9.19891035400004,-15.772959763999987,-132.94575376062113,70.8875101826051,-131.87953948996991
23.026,0.25507,-0.21645,0.041314,652,13112,-12504,0.0940000000000012,-13.796949098000058,9.17856405400004,-15.769076247999987,-134.24266697583315,71.75029520368112,-133.36183265728192
23.117,-0.885559,-0.162861,-0.045206,864,13024,-11944,0.09100000000000108,-13.877534967000058,9.163743703000039,-15.773189993999987,-135.50552265783017,72.58419588065414,-134.79719294673595
23.211,-2.527644,-1.205593,-0.896336,1000,13168,-8320,0.09399999999999764,-14.115133503000052,9.050417961000042,-15.857445577999984,-136.83234520711216,73.43493516898812,-136.28779283106792
23.305,2.835404,-0.224832,-0.272434,1484,13740,-11168,0.0940000000000012,-13.84860552700005,9.029283753000042,-15.883054373999984,-138.1341141266502,74.28368784177013,-137.78079994222392
23.401,3.587739,2.71236,4.049679,-488,16208,-17092,0.09600000000000009,-13.50418258300005,9.289670313000043,-15.494285189999983,-139.4305156546182,75.17549619181814,-139.26825132046392
23.492,-2.721042,3.209626,4.838539,-368,15908,-18692,0.09100000000000108,-13.751797405000053,9.581746279000047,-15.053978140999979,-140.68192921847321,76.04743510320715,-140.63816333129492
23.586,-9.81,0.082329,6.766829,-2080,2664,-16808,0.09399999999999764,-14.67393740500003,9.589485205000047,-14.417896214999995,-142.06127933454317,76.94884671247713,-141.9934455755049
23.675,-9.81,-9.81,3.480862,156,-4400,-14064,0.08900000000000219,-15.547027405000051,8.716395205000026,-14.108099496999987,-143.44496477358823,77.72460588572216,-143.2490664307379
23.76,-2.525548,-9.81,-3.244054,12344,-3480,-21376,0.08500000000000085,-15.761698985000054,7.882545205000017,-14.38384408699999,-144.78470918731324,78.39462222814717,-144.4716931781329
23.852,4.985832,-0.916095,4.296066,15068,12628,-23188,0.09199999999999875,-15.30300244100006,7.798264465000019,-13.988606014999995,-146.19258541188523,79.11206255892716,-145.7586449315129
23.946,-8.49753,5.481002,-2.229763,11320,18432,-21536,0.0940000000000012,-16.10177026100007,8.313478653000026,-14.198203736999998,-147.70615181641926,79.89352955230918,-147.0932760827909
24.042,-9.81,6.520142,-7.286249,6996,3864,-18052,0.09600000000000009,-17.043530261000072,8.939412285000026,-14.897683640999999,-149.34233072147526,80.75171313166918,-148.5234537123269
24.131,-7.141949,9.809701,-5.194199,7720,5368,1580,0.08899999999999864,-17.679163722000062,9.812475674000012,-15.359967351999991,-150.91577629273326,81.62502346665516,-149.89049080665487
24.222,8.869955,9.809701,-4.541256,-5968,2408,-6860,0.09100000000000108,-16.871997817000054,10.705158465000023,-15.773221647999996,-152.45112809408027,82.59919288697017,-151.32585397662288
24.315,9.809701,7.085067,-3.922743,-17076,6252,-29620,0.09299999999999997,-15.959695624000053,11.364069696000023,-16.138036746999997,-153.93537978711228,83.65605136869817,-152.82669139409387
24.409,-0.070054,-2.251318,-9.81,-5268,24228,-27412,0.09399999999999764,-15.966280700000054,11.152445804000028,-17.060176746999975,-155.43621017291224,84.70438127427416,-154.43034800831182
24.501,-9.81,7.85776,6.653963,-6720,10664,-25980,0.0920000000000023,-16.868800700000076,11.875359724000045,-16.44801215099996,-156.98813983731227,85.79691436888218,-155.94356512620385
24.592,-9.81,-0.204475,5.966293,-2184,5220,-1848,0.09099999999999753,-17.761510700000052,11.856752499000045,-15.905079487999975,-158.60443731101225,86.87587884629116,-157.39092735961182
24.681,-7.567663,-9.81,-5.802833,880,-4276,788,0.08900000000000219,-18.43503270700007,10.983662499000024,-16.42153162499999,-160.2451552219353,87.85342480870219,-158.85244367423687
24.768,9.809701,-9.81,-7.233558,8292,7736,-13052,0.08699999999999974,-17.58158872000007,10.130192499000026,-17.050851170999987,-161.7747534405753,88.73475155611519,-160.33586772611386
24.858,0.410746,9.78156,2.90456,-3716,7180,-9912,0.08999999999999986,-17.54462158000007,11.010532899000024,-16.789440770999988,-163.3537693827753,89.72569951702519,-161.84691739550385
24.947,7.962842,3.146756,-7.900271,-2620,9956,-5168,0.08899999999999864,-16.83592864200008,11.29059418300002,-17.492564889999976,-164.8521670319133,90.73056239931218,-163.40375567071382
25.04,9.809701,4.24158,2.480043,-5160,13872,-13056,0.09299999999999997,-15.92362644900008,11.685061123000018,-17.261920890999974,-166.3330642916703,91.81727308375118,-165.00911431357682
25.131,-2.670746,-2.215693,-1.022075,-5964,8756,-11968,0.09100000000000108,-16.166664335000082,11.483433060000015,-17.354929715999976,-167.80423074615533,92.8622654922112,-166.58841291773282
25.226,-1.008603,-0.33201,-5.276827,304,11212,-10392,0.09499999999999886,-16.26248162000008,11.451892110000015,-17.85622828099997,-169.3491665000553,93.95019524266118,-168.2847546044278
25.321,-1.098715,0.927771,0.598156,-456,13744,-12136,0.09500000000000242,-16.366859545000082,11.540030355000017,-17.79940346099997,-170.90401815683035,95.04649812638621,-169.97569793322285
25.414,1.337319,-1.082549,0.014969,-2152,9808,-14132,0.09299999999999997,-16.24248887800008,11.439353298000016,-17.798011343999967,-172.41456962248435,96.11035798310022,-171.63091298821485
25.508,-0.605641,0.209864,-0.182022,-3752,10192,-14060,0.09399999999999764,-16.29941913200008,11.459080514000016,-17.815121411999968,-173.94671502089233,97.1875115514162,-173.3055344009428
25.603,-0.34129,-0.12484,-0.054187,-3612,10132,-12928,0.09500000000000242,-16.33184168200008,11.447220714000016,-17.820269176999968,-175.49823998068237,98.27499751924623,-174.99845997275784
25.697,-0.279319,-0.141606,-0.077539,-3704,10160,-13192,0.09399999999999764,-16.358097668000077,11.433909750000016,-17.82755784299997,-177.03590116147433,99.34978503574621,-176.6742504099998
25.795,-0.240699,-0.13951,-0.069456,-3844,10188,-13468,0.09800000000000253,-16.381686170000076,11.420237770000016,-17.83436453099997,-178.6413064061344,100.46896833720623,-178.42201813403784
25.89,-0.264051,-0.11077,-0.077838,-3508,9992,-13316,0.09499999999999886,-16.406771015000075,11.409714620000017,-17.84175914099997,-180.19994965255938,101.55289122610623,-180.1169852524328
25.984,-0.282612,-0.142204,-0.076341,-3632,9976,-13192,0.0940000000000012,-16.433336543000074,11.396347444000016,-17.848935194999967,-181.74468328760142,102.62414788584223,-181.79478516076284
26.079,-0.261357,-0.147593,-0.082928,-3764,9956,-13260,0.09499999999999886,-16.458165458000074,11.382326109000015,-17.856813354999968,-183.3082090061114,103.70546886619722,-183.49118242948782
26.176,-0.294587,-0.141306,-0.094603,-3592,9908,-13460,0.09699999999999775,-16.486740397000073,11.368619427000015,-17.865989845999966,-184.90742282462037,104.8082249506162,-185.22418344454977
26.271,-0.28381,-0.130529,-0.112267,-3712,9864,-13388,0.09500000000000242,-16.513702347000073,11.356219172000014,-17.876655210999967,-186.47622454758542,105.88706577195622,-186.92246568959482
26.365,-0.286804,-0.136217,-0.079634,-3648,9844,-13480,0.09399999999999764,-16.540661923000073,11.343414774000014,-17.884140806999966,-188.03104676834738,106.9533467607122,-188.60357492545276
26.461,-0.312251,-0.142504,-0.084125,-3588,9904,-13308,0.09600000000000009,-16.57063801900007,11.329734390000013,-17.892216806999965,-189.62182801817139,108.0410012621522,-190.32122773892476
26.557,-0.303569,-0.138312,-0.071252,-3640,9848,-13588,0.09600000000000009,-16.59978064300007,11.316456438000014,-17.899056998999963,-191.21540695989938,109.1273810802002,-192.03953721082877
26.653,-0.298779,-0.138911,-0.080533,-3640,9824,-13464,0.09600000000000009,-16.62846342700007,11.303120982000014,-17.906788166999963,-192.8117394488914,110.21248069447219,-193.75858887486078
26.748,-0.294288,-0.147892,-0.085023,-3680,9724,-13620,0.09500000000000242,-16.656420787000073,11.289071242000013,-17.914865351999964,-194.39409942365643,111.28494246246223,-195.4605010833008
26.844,-0.316143,-0.135618,-0.082029,-3676,9716,-13464,0.09600000000000009,-16.686770515000074,11.276051914000012,-17.922740135999963,-195.99602939309645,112.36744344620622,-197.18108413635682
26.94,-0.309556,-0.13951,-0.091011,-3616,9680,-13508,0.09600000000000009,-16.716487891000074,11.262658954000011,-17.931477191999964,-197.60081223063247,113.44865870579022,-198.9025059467888
27.033,-0.30776,-0.151485,-0.085921,-3456,9716,-13388,0.09299999999999997,-16.745109571000075,11.24857084900001,-17.939467844999964,-199.1581074207355,114.49477579474723,-200.5708764563738
27.128,-0.305066,-0.140707,-0.089514,-3556,9640,-13560,0.09499999999999886,-16.774090841000074,11.23520368400001,-17.947971674999962,-200.75164605063048,115.56212014472722,-202.2759337654988
